id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit1_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit1_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit1;NA;Late-successional stands;44.0833333333333;-64.767;500;Old;2001;category;reference;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1;NA;270;5;270;a long history of land settlement and forest harvesting;NA;none;NA;0;none;NA;NA;understory;users;none;NA;NA;none;none;0;0;none;regular;study;species;24;24;NA;4.325081833862043;1464.910009;16;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;NA;NA;NA;NA;temperate
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit2_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit2_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit2;NA;3 year Clearcuts;44.0833333333333;-64.767;3;3;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;14;NA;3.6130541857977945;1129.431555;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit3_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit3_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit3;NA;6 year Clearcuts;44.0833333333333;-64.767;6;6;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;1.8;NA;150;5;150;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;3.5574319619297037;1107.035652;11;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit4_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit4_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit4;NA;23 year Clearcuts;44.0833333333333;-64.767;23;23;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;13;NA;3.5429620901666135;1272.740252;12;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Moola 2004_Plants_Percentage ocurrence stands_Sit5_NA;RU;Moola 2004_Plants_Percentage ocurrence stands_Sit5_NA;RU_Moola 2004_Plants_Percentage ocurrence stands;NA;Moola and Vasseur 2004;Percentage ocurrence stands;Sit5;NA;54 year Clearcuts;44.0833333333333;-64.767;54;54;2001;exact;recovering;herbaceous plants and sub-shrubs;height < 10 cm;frequency;cover;yes;20 m × 20 m square plots randomly established in each stand at least 30 m from a forest edge. Percent cover of all vascular herbaceous plants and sub-shrubs (i.e., ground shrubs < 10 cm in height) were sampled within 1-m2 quadrats randomly nested in each plot;3;NA;90;5;90;a long history of land settlement and forest harvesting;NA;clearcut;NA;1;none;NA;NA;understory;users;logging;NA;NA;none;none;0;0;none;regular;study;species;24;12;NA;3.417799834042639;1036.515765;9;0.04166666666666666;Nearctic;Temperate Broadleaf and Mixed Forests;Northern Appalachian / Acadian;Canada;North America;North America;1703.2;15.6;7.550000000000011;208;1192;3.97;34.3;4.8;11.6;temperate
RU_Plue 2010_Beech seed bank_Abundance_Sit1_NA;RU;Plue 2010_Beech seed bank_Abundance_Sit1_NA;RU_Plue 2010_Beech seed bank_Abundance;NA;Plue 2010;Beech seed bank_Abundance;Sit1;NA;40;53.07;8.47;40;40;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;29;7055;0.6060029281761586;1716.723821;22;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Abundance_Sit2_NA;RU;Plue 2010_Beech seed bank_Abundance_Sit2_NA;RU_Plue 2010_Beech seed bank_Abundance;NA;Plue 2010;Beech seed bank_Abundance;Sit2;NA;80;53.07;8.47;80;80;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;38;3126;1.0268999817295406;1688.211654;26;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Abundance_Sit3_NA;RU;Plue 2010_Beech seed bank_Abundance_Sit3_NA;RU_Plue 2010_Beech seed bank_Abundance;NA;Plue 2010;Beech seed bank_Abundance;Sit3;NA;120;53.07;8.47;120;120;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;33;1424;1.189607036913948;1513.379554;24;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Abundance_Sit4_NA;RU;Plue 2010_Beech seed bank_Abundance_Sit4_NA;RU_Plue 2010_Beech seed bank_Abundance;NA;Plue 2010;Beech seed bank_Abundance;Sit4;NA;250;53.07;8.47;250;>250;2007;minimum;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;"the central part of the forest (40ha) was designated as Naturwald as early as 1889 to allow spontaneous forest development in the absence of silviculture
silviculture";1;none;NA;NA;vascular plants;mix;logging;protection;NA;none;none;0;1;none;protection;study;species;51;23;287;2.458454254319293;1338.925338;19;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Frecuency_Sit1_NA;RU;Plue 2010_Beech seed bank_Frecuency_Sit1_NA;RU_Plue 2010_Beech seed bank_Frecuency;NA;Plue 2010;Beech seed bank_Abundance;Sit1;NA;40;53.07;8.47;40;40;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;29;126;4.42561587006053;1716.723821;22;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Frecuency_Sit2_NA;RU;Plue 2010_Beech seed bank_Frecuency_Sit2_NA;RU_Plue 2010_Beech seed bank_Frecuency;NA;Plue 2010;Beech seed bank_Abundance;Sit2;NA;80;53.07;8.47;80;80;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;38;112;4.731219778888567;1688.211654;26;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Frecuency_Sit3_NA;RU;Plue 2010_Beech seed bank_Frecuency_Sit3_NA;RU_Plue 2010_Beech seed bank_Frecuency;NA;Plue 2010;Beech seed bank_Abundance;Sit3;NA;120;53.07;8.47;120;120;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;51;33;93;4.603810027028656;1513.379554;24;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Beech seed bank_Frecuency_Sit4_NA;RU;Plue 2010_Beech seed bank_Frecuency_Sit4_NA;RU_Plue 2010_Beech seed bank_Frecuency;NA;Plue 2010;Beech seed bank_Abundance;Sit4;NA;250;53.07;8.47;250;>250;2007;minimum;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;"the central part of the forest (40ha) was designated as Naturwald as early as 1889 to allow spontaneous forest development in the absence of silviculture
silviculture";1;none;NA;NA;vascular plants;mix;logging;protection;NA;none;none;0;1;none;protection;study;species;51;23;61;4.023878152128449;1338.925338;19;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Abundance_Sit1_NA;RU;Plue 2010_Oak seed bank_Abundance_Sit1_NA;RU_Plue 2010_Oak seed bank_Abundance;NA;Plue 2010;Oak seed bank_Abundance;Sit1;NA;40;53.07;8.47;40;40;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;67;49;9306;0.9852081275142908;2313.659174;37;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Abundance_Sit2_NA;RU;Plue 2010_Oak seed bank_Abundance_Sit2_NA;RU_Plue 2010_Oak seed bank_Abundance;NA;Plue 2010;Oak seed bank_Abundance;Sit2;NA;80;53.07;8.47;80;80;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;67;41;8984;0.47604570727873474;1778.617543;31;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Abundance_Sit3_NA;RU;Plue 2010_Oak seed bank_Abundance_Sit3_NA;RU_Plue 2010_Oak seed bank_Abundance;NA;Plue 2010;Oak seed bank_Abundance;Sit3;NA;120;53.07;8.47;120;120;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;67;36;924;2.2846993495186063;1922.504735;27;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Abundance_Sit4_NA;RU;Plue 2010_Oak seed bank_Abundance_Sit4_NA;RU_Plue 2010_Oak seed bank_Abundance;NA;Plue 2010;Oak seed bank_Abundance;Sit4;NA;250;53.07;8.47;250;>250;2007;minimum;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;"the central part of the forest (40ha) was designated as Naturwald as early as 1889 to allow spontaneous forest development in the absence of silviculture
silviculture";1;none;NA;NA;vascular plants;mix;logging;protection;NA;none;none;0;1;none;protection;study;species;67;31;431;2.4283837224620375;1756.767421;23;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Frecuency_Sit1_NA;RU;Plue 2010_Oak seed bank_Frecuency_Sit1_NA;RU_Plue 2010_Oak seed bank_Frecuency;NA;Plue 2010;Oak seed bank_Abundance;Sit1;NA;40;53.07;8.47;40;40;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;67;49;168;5.13168934539118;2313.659174;37;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
RU_Plue 2010_Oak seed bank_Frecuency_Sit2_NA;RU;Plue 2010_Oak seed bank_Frecuency_Sit2_NA;RU_Plue 2010_Oak seed bank_Frecuency;NA;Plue 2010;Oak seed bank_Abundance;Sit2;NA;80;53.07;8.47;80;80;2007;exact;recovering;trees, shrubs and herbs;"height: herbs < 0.5 m; shrubs = 0.5–8 m; tree > 8 m";abundance;number of seeds / 12 plots;yes;20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot;1;NA;12;4;1200;NA;NA;Silviculture;NA;1;none;NA;NA;vascular plants;mix;logging;NA;NA;none;none;0;0;none;regular;study;species;67;41;117;4.816964499577088;1778.617543;31;0.01408450704225352;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Germany;Europe;Eurasia;811;14.6;9.350000000000025;365;1214.7;2.86;41.7;5.4;12.4;temperate
